#
# National Water Information System
# 2018/03/05
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
parm_cd	parm_nm	fxd_va	fxd_tx
99100	Type of blank solution	120	Organic-free+nitrogen-purged organic-free water(voc-free)
99100	Type of blank solution	130	Inorganic-free+org-free+nit-purged org-free water(voc-free)
99101	Source of blank solution	10	National Water Quality Lab (USGS)
99101	Source of blank solution	20	U.S. Environmental Protection Agency
99101	Source of blank solution	30	Standard Reference Water Sample (USGS)
99101	Source of blank solution	35	Mix of standard reference water samples
99101	Source of blank solution	40	NIST (formerly NBS)
99101	Source of blank solution	50	Canadian Inland Waters
99101	Source of blank solution	55	USGS Mercury Research Lab (Wisconsin district)
99101	Source of blank solution	60	District lab
99101	Source of blank solution	61	Subdistrict #1 lab
99101	Source of blank solution	62	Subdistrict #2 lab
99101	Source of blank solution	63	Subdistrict #3 lab
99101	Source of blank solution	64	Subdistrict #4 lab
99101	Source of blank solution	70	Natural sample
99101	Source of blank solution	71	Field office #1 lab
99101	Source of blank solution	72	Field office #2 lab
99101	Source of blank solution	73	Field office #3 lab
99101	Source of blank solution	74	Field office #4 lab
99101	Source of blank solution	80	Ocala Lab (USGS)
99101	Source of blank solution	99.99	Unknown
99101	Source of blank solution	100	Chemical supplier
99101	Source of blank solution	110	Burdick and Jackson
99101	Source of blank solution	120	J.T. Baker
99101	Source of blank solution	130	EM Science
99101	Source of blank solution	140	EMD Chemicals, Inc/Omnisolve
99101	Source of blank solution	150	Ricca Chemical Company
99101	Source of blank solution	200	Other
99101	Source of blank solution	45	Columbia Environmental Research Center (USGS)
99102	Type of blank sample	1	Source solution
99102	Type of blank sample	10	Shelf (hold)
99102	Type of blank sample	20	Refrigerator
99102	Type of blank sample	30	Trip
99102	Type of blank sample	40	Sampler
99102	Type of blank sample	50	Splitter
99102	Type of blank sample	60	Filter
99102	Type of blank sample	70	Preservation
99102	Type of blank sample	80	Equipment
99102	Type of blank sample	90	Ambient
99102	Type of blank sample	100	Field
99102	Type of blank sample	150	lab blank
99102	Type of blank sample	200	Other
99103	Source of reference material	10	National Water Quality Lab (USGS)
99103	Source of reference material	20	U.S. Environmental Protection Agency
99103	Source of reference material	30	Standard Reference Water Sample (USGS)
99103	Source of reference material	35	Mix of standard reference water samples
99103	Source of reference material	40	NIST (formerly NBS)
99103	Source of reference material	50	Canadian Inland Waters
99103	Source of reference material	60	District lab
99103	Source of reference material	70	Natural sample
99103	Source of reference material	80	Ocala Lab (USGS)
99103	Source of reference material	99.99	Unknown
99103	Source of reference material	100	Chemical supplier
99103	Source of reference material	200	Other
99103	Source of reference material	15	Kansas Organic Geochemistry Research Lab (USGS)
99105	Type of replicate	10	Concurrent
99105	Type of replicate	20	Sequential
99105	Type of replicate	30	Split
99105	Type of replicate	40	Split-concurrent
99105	Type of replicate	50	Split-sequential
99105	Type of replicate	200	Other
99106	Type of spike	10	Field
99106	Type of spike	20	Laboratory
99106	Type of spike	30	Surrogate
99106	Type of spike	40	Internal standards
99106	Type of spike	200	Other
99107	Spike source	10	National Water Quality Lab (USGS)
99107	Spike source	20	U.S. Environmental Protection Agency
99107	Spike source	30	Standard Reference Water Sample (USGS)
99107	Spike source	35	Mix of standard reference water samples
99107	Spike source	40	NIST (formerly NBS)
99107	Spike source	50	Canadian Inland Waters
99107	Spike source	60	District lab
99107	Spike source	70	Natural sample
99107	Spike source	80	Ocala Lab (USGS)
99107	Spike source	99.99	Unknown
99107	Spike source	100	Chemical supplier
99107	Spike source	110	SUPELCO
99107	Spike source	120	Protocol Analytical Supplies, Inc.
99107	Spike source	200	Other
99107	Spike source	15	Kansas Organic Geochemistry Research Lab (USGS)
99107	Spike source	25	Ohio Water Microbiology Lab (USGS)
99107	Spike source	45	Columbia Environmental Research Center (USGS)
99111	Type of QA data	1	No associated QA data
99111	Type of QA data	10	Blank
99111	Type of QA data	20	Blind sample
99111	Type of QA data	30	Replicate sample
99111	Type of QA data	40	Spike sample
99111	Type of QA data	100	More than one type of qa sample
99111	Type of QA data	110	Cross-section information stored
99111	Type of QA data	200	Other
99111	Type of QA data	120	Well purge information stored
99112	Topical QC data purpose	1	Routine QC (non-topical)
99112	Topical QC data purpose	10	Topical QC for high bias (contamination)
99112	Topical QC data purpose	20	Topical QC for low bias (recovery)
99112	Topical QC data purpose	100	Topical QC for variability due to field equipment
99112	Topical QC data purpose	110	Topical QC for variability due to field collection proc.
99112	Topical QC data purpose	120	Topical QC for variability due to field personnel
99112	Topical QC data purpose	130	Topical QC for variability due to field processing proc.
99112	Topical QC data purpose	140	Topical QC for variability due to ship. & handling proc.
99112	Topical QC data purpose	200	Topical QC for variability due to laboratory
99112	Topical QC data purpose	900	Other topical qc purpose
